,synapse_transcript_id
3057,ENSMUST00000204482
3058,ENSMUST00000238337
3059,ENSMUST00000027425
3060,ENSMUST00000121231
3061,ENSMUST00000230077
3062,ENSMUST00000041240
3063,ENSMUST00000055576
3064,ENSMUST00000061350
3065,ENSMUST00000088172
3066,ENSMUST00000034632
3067,ENSMUST00000079038
3068,ENSMUST00000047408
3069,ENSMUST00000109175
3070,ENSMUST00000047883
3071,ENSMUST00000202129
3072,ENSMUST00000237071
3073,ENSMUST00000023762
3074,ENSMUST00000028781
3075,ENSMUST00000023099
3076,ENSMUST00000025363
3077,ENSMUST00000182018
3078,ENSMUST00000025908
3079,ENSMUST00000056355
3080,ENSMUST00000155287
3081,ENSMUST00000200434
3082,ENSMUST00000214547
3083,ENSMUST00000079847
3084,ENSMUST00000055698
3085,ENSMUST00000053073
3086,ENSMUST00000065441
3087,ENSMUST00000030826
3088,ENSMUST00000040865
3089,ENSMUST00000056480
3090,ENSMUST00000225069
3091,ENSMUST00000231615
3092,ENSMUST00000168270
3093,ENSMUST00000215998
3094,ENSMUST00000015894
3095,ENSMUST00000082414
3096,ENSMUST00000161677
3097,ENSMUST00000162006
3098,ENSMUST00000203912
3099,ENSMUST00000031051
3100,ENSMUST00000193094
3101,ENSMUST00000070878
3102,ENSMUST00000199750
3103,ENSMUST00000238942
3104,ENSMUST00000046255
3105,ENSMUST00000028644
3106,ENSMUST00000125118
3107,ENSMUST00000027726
3108,ENSMUST00000063278
3109,ENSMUST00000178605
3110,ENSMUST00000171770
3111,ENSMUST00000026076
3112,ENSMUST00000195363
3113,ENSMUST00000169068
3114,ENSMUST00000092623
3115,ENSMUST00000221240
3116,ENSMUST00000117242
3117,ENSMUST00000122120
3118,ENSMUST00000107359
3119,ENSMUST00000222246
3120,ENSMUST00000001963
3121,ENSMUST00000132509
3122,ENSMUST00000047239
3123,ENSMUST00000167643
3124,ENSMUST00000055226
3125,ENSMUST00000048790
3126,ENSMUST00000105459
3127,ENSMUST00000103081
3128,ENSMUST00000216286
3129,ENSMUST00000177608
3130,ENSMUST00000115445
3131,ENSMUST00000172492
3132,ENSMUST00000108872
3133,ENSMUST00000078478
3134,ENSMUST00000173932
3135,ENSMUST00000123454
3136,ENSMUST00000112563
3137,ENSMUST00000189545
3138,ENSMUST00000002885
3139,ENSMUST00000032179
3140,ENSMUST00000148760
3141,ENSMUST00000052458
3142,ENSMUST00000106921
3143,ENSMUST00000188503
3144,ENSMUST00000069180
3145,ENSMUST00000176267
3146,ENSMUST00000220477
3147,ENSMUST00000144068
3148,ENSMUST00000220935
3149,ENSMUST00000090461
3150,ENSMUST00000207816
3151,ENSMUST00000025208
3152,ENSMUST00000059049
3153,ENSMUST00000213535
3154,ENSMUST00000213887
3155,ENSMUST00000161369
3156,ENSMUST00000050228
3157,ENSMUST00000202223
3158,ENSMUST00000047614
3159,ENSMUST00000021684
3160,ENSMUST00000029673
3161,ENSMUST00000046687
3162,ENSMUST00000239509
3163,ENSMUST00000047331
3164,ENSMUST00000040481
3165,ENSMUST00000046765
3166,ENSMUST00000030303
3167,ENSMUST00000079081
3168,ENSMUST00000078621
3169,ENSMUST00000076997
3170,ENSMUST00000167662
3171,ENSMUST00000201469
3172,ENSMUST00000163230
3173,ENSMUST00000237814
3174,ENSMUST00000174355
3175,ENSMUST00000030669
3176,ENSMUST00000182341
3177,ENSMUST00000024594
3178,ENSMUST00000213324
3179,ENSMUST00000193547
3180,ENSMUST00000092498
3181,ENSMUST00000119430
3182,ENSMUST00000161356
3183,ENSMUST00000031678
3184,ENSMUST00000096109
3185,ENSMUST00000168584
3186,ENSMUST00000054661
3187,ENSMUST00000169547
3188,ENSMUST00000028188
3189,ENSMUST00000173134
3190,ENSMUST00000115449
3191,ENSMUST00000006128
3192,ENSMUST00000025713
3193,ENSMUST00000040824
3194,ENSMUST00000203328
3195,ENSMUST00000135636
3196,ENSMUST00000025092
3197,ENSMUST00000106220
3198,ENSMUST00000053664
3199,ENSMUST00000210063
3200,ENSMUST00000024870
3201,ENSMUST00000023156
3202,ENSMUST00000058488
3203,ENSMUST00000059319
3204,ENSMUST00000068532
3205,ENSMUST00000098796
3206,ENSMUST00000055195
3207,ENSMUST00000226437
3208,ENSMUST00000112223
3209,ENSMUST00000019791
3210,ENSMUST00000073899
3211,ENSMUST00000184973
3212,ENSMUST00000077273
3213,ENSMUST00000193932
3214,ENSMUST00000087374
3215,ENSMUST00000225351
3216,ENSMUST00000166323
3217,ENSMUST00000084770
3218,ENSMUST00000098242
3219,ENSMUST00000041093
3220,ENSMUST00000118607
3221,ENSMUST00000049792
3222,ENSMUST00000051765
3223,ENSMUST00000034343
3224,ENSMUST00000225023
3225,ENSMUST00000165199
3226,ENSMUST00000115386
3227,ENSMUST00000046110
3228,ENSMUST00000073957
3229,ENSMUST00000020329
3230,ENSMUST00000029964
3231,ENSMUST00000089054
3232,ENSMUST00000149390
3233,ENSMUST00000188658
3234,ENSMUST00000095266
3235,ENSMUST00000167004
3236,ENSMUST00000102834
3237,ENSMUST00000133918
3238,ENSMUST00000039380
3239,ENSMUST00000162333
3240,ENSMUST00000106337
3241,ENSMUST00000159209
3242,ENSMUST00000071402
3243,ENSMUST00000185569
3244,ENSMUST00000123765
3245,ENSMUST00000118487
3246,ENSMUST00000169212
3247,ENSMUST00000118444
3248,ENSMUST00000112514
3249,ENSMUST00000232029
3250,ENSMUST00000017620
3251,ENSMUST00000087258
3252,ENSMUST00000023693
3253,ENSMUST00000044579
3254,ENSMUST00000170578
3255,ENSMUST00000212763
3256,ENSMUST00000034700
3257,ENSMUST00000034774
3258,ENSMUST00000217289
3259,ENSMUST00000092852
3260,ENSMUST00000097527
3261,ENSMUST00000126071
3262,ENSMUST00000108110
3263,ENSMUST00000182507
3264,ENSMUST00000155308
3265,ENSMUST00000168693
3266,ENSMUST00000066049
3267,ENSMUST00000010191
3268,ENSMUST00000074606
3269,ENSMUST00000143561
3270,ENSMUST00000032168
3271,ENSMUST00000119118
3272,ENSMUST00000233283
3273,ENSMUST00000049149
3274,ENSMUST00000152415
3275,ENSMUST00000166814
3276,ENSMUST00000040622
3277,ENSMUST00000029814
3278,ENSMUST00000170035
3279,ENSMUST00000063544
3280,ENSMUST00000043349
3281,ENSMUST00000211649
3282,ENSMUST00000110844
3283,ENSMUST00000207594
3284,ENSMUST00000128119
3285,ENSMUST00000186365
3286,ENSMUST00000044299
3287,ENSMUST00000060989
3288,ENSMUST00000112557
3289,ENSMUST00000106928
3290,ENSMUST00000130394
3291,ENSMUST00000086521
3292,ENSMUST00000105401
3293,ENSMUST00000170243
3294,ENSMUST00000236559
3295,ENSMUST00000038920
3296,ENSMUST00000207932
3297,ENSMUST00000056617
3298,ENSMUST00000106998
3299,ENSMUST00000022039
3300,ENSMUST00000051126
3301,ENSMUST00000095074
3302,ENSMUST00000029060
3303,ENSMUST00000043634
3304,ENSMUST00000003677
3305,ENSMUST00000123311
3306,ENSMUST00000179619
3307,ENSMUST00000172278
3308,ENSMUST00000024599
3309,ENSMUST00000040166
3310,ENSMUST00000137035
3311,ENSMUST00000176557
3312,ENSMUST00000020947
3313,ENSMUST00000173823
3314,ENSMUST00000025186
3315,ENSMUST00000107088
3316,ENSMUST00000014892
3317,ENSMUST00000082430
3318,ENSMUST00000135158
3319,ENSMUST00000080215
3320,ENSMUST00000192409
3321,ENSMUST00000097317
3322,ENSMUST00000192512
3323,ENSMUST00000034121
3324,ENSMUST00000106635
3325,ENSMUST00000007253
3326,ENSMUST00000066601
3327,ENSMUST00000067880
3328,ENSMUST00000077182
3329,ENSMUST00000031002
3330,ENSMUST00000110347
3331,ENSMUST00000032489
3332,ENSMUST00000114936
3333,ENSMUST00000028763
3334,ENSMUST00000032425
3335,ENSMUST00000052514
3336,ENSMUST00000058801
3337,ENSMUST00000162424
3338,ENSMUST00000204765
3339,ENSMUST00000058119
3340,ENSMUST00000239508
3341,ENSMUST00000197992
3342,ENSMUST00000028199
3343,ENSMUST00000084238
3344,ENSMUST00000023913
3345,ENSMUST00000068865
3346,ENSMUST00000099497
3347,ENSMUST00000141158
3348,ENSMUST00000037726
3349,ENSMUST00000048073
3350,ENSMUST00000087225
3351,ENSMUST00000029441
3352,ENSMUST00000065438
3353,ENSMUST00000106769
3354,ENSMUST00000181969
3355,ENSMUST00000102665
3356,ENSMUST00000031446
3357,ENSMUST00000112228
3358,ENSMUST00000067505
3359,ENSMUST00000134939
3360,ENSMUST00000147778
3361,ENSMUST00000074622
3362,ENSMUST00000110057
3363,ENSMUST00000080934
3364,ENSMUST00000162529
3365,ENSMUST00000107924
3366,ENSMUST00000055221
3367,ENSMUST00000111493
3368,ENSMUST00000053856
3369,ENSMUST00000117892
3370,ENSMUST00000139837
3371,ENSMUST00000090178
3372,ENSMUST00000088429
3373,ENSMUST00000090243
3374,ENSMUST00000106353
3375,ENSMUST00000119310
3376,ENSMUST00000001812
3377,ENSMUST00000003843
3378,ENSMUST00000035014
3379,ENSMUST00000016638
3380,ENSMUST00000086819
3381,ENSMUST00000206794
3382,ENSMUST00000081554
3383,ENSMUST00000046257
3384,ENSMUST00000178563
3385,ENSMUST00000031122
3386,ENSMUST00000109084
3387,ENSMUST00000112560
3388,ENSMUST00000110884
3389,ENSMUST00000085913
3390,ENSMUST00000225432
3391,ENSMUST00000199915
3392,ENSMUST00000227759
3393,ENSMUST00000113461
3394,ENSMUST00000213254
3395,ENSMUST00000168727
3396,ENSMUST00000227691
3397,ENSMUST00000166241
3398,ENSMUST00000029541
3399,ENSMUST00000057257
3400,ENSMUST00000118174
3401,ENSMUST00000037974
3402,ENSMUST00000052839
3403,ENSMUST00000136104
3404,ENSMUST00000085240
3405,ENSMUST00000229441
3406,ENSMUST00000057792
3407,ENSMUST00000204268
3408,ENSMUST00000057893
3409,ENSMUST00000204667
3410,ENSMUST00000151309
3411,ENSMUST00000053175
3412,ENSMUST00000177030
3413,ENSMUST00000023554
3414,ENSMUST00000113134
3415,ENSMUST00000099513
3416,ENSMUST00000030865
3417,ENSMUST00000160352
3418,ENSMUST00000056760
3419,ENSMUST00000090558
3420,ENSMUST00000113399
3421,ENSMUST00000102962
3422,ENSMUST00000165740
3423,ENSMUST00000053355
3424,ENSMUST00000111915
3425,ENSMUST00000172237
3426,ENSMUST00000225313
3427,ENSMUST00000120573
3428,ENSMUST00000022967
3429,ENSMUST00000079706
3430,ENSMUST00000004673
3431,ENSMUST00000027753
3432,ENSMUST00000043983
3433,ENSMUST00000212771
3434,ENSMUST00000071982
3435,ENSMUST00000033321
3436,ENSMUST00000098862
3437,ENSMUST00000109989
3438,ENSMUST00000044850
3439,ENSMUST00000111171
3440,ENSMUST00000086023
3441,ENSMUST00000150905
3442,ENSMUST00000200935
3443,ENSMUST00000050327
3444,ENSMUST00000068519
3445,ENSMUST00000091790
3446,ENSMUST00000187599
3447,ENSMUST00000033873
3448,ENSMUST00000122259
3449,ENSMUST00000037901
3450,ENSMUST00000112346
3451,ENSMUST00000050140
3452,ENSMUST00000183267
3453,ENSMUST00000089311
3454,ENSMUST00000166518
3455,ENSMUST00000062844
3456,ENSMUST00000212963
3457,ENSMUST00000033952
3458,ENSMUST00000211945
3459,ENSMUST00000112335
3460,ENSMUST00000199947
3461,ENSMUST00000226438
3462,ENSMUST00000189828
3463,ENSMUST00000038101
3464,ENSMUST00000101581
3465,ENSMUST00000103092
3466,ENSMUST00000103103
3467,ENSMUST00000153551
3468,ENSMUST00000115237
3469,ENSMUST00000026262
3470,ENSMUST00000138927
3471,ENSMUST00000076349
3472,ENSMUST00000003635
3473,ENSMUST00000069360
3474,ENSMUST00000235776
3475,ENSMUST00000095784
3476,ENSMUST00000124341
3477,ENSMUST00000046875
3478,ENSMUST00000006112
3479,ENSMUST00000031251
3480,ENSMUST00000051754
3481,ENSMUST00000156873
3482,ENSMUST00000123436
3483,ENSMUST00000152978
3484,ENSMUST00000164579
3485,ENSMUST00000059562
3486,ENSMUST00000027451
3487,ENSMUST00000082290
3488,ENSMUST00000109443
3489,ENSMUST00000055081
3490,ENSMUST00000167115
3491,ENSMUST00000106015
3492,ENSMUST00000190240
3493,ENSMUST00000033715
3494,ENSMUST00000103059
3495,ENSMUST00000082170
3496,ENSMUST00000113260
3497,ENSMUST00000034699
3498,ENSMUST00000211765
3499,ENSMUST00000166082
3500,ENSMUST00000191428
3501,ENSMUST00000001854
3502,ENSMUST00000106211
3503,ENSMUST00000154803
3504,ENSMUST00000183663
3505,ENSMUST00000006701
3506,ENSMUST00000071698
3507,ENSMUST00000129727
3508,ENSMUST00000111194
3509,ENSMUST00000097333
3510,ENSMUST00000139840
3511,ENSMUST00000195156
3512,ENSMUST00000107603
3513,ENSMUST00000108409
3514,ENSMUST00000168406
3515,ENSMUST00000191603
3516,ENSMUST00000115850
3517,ENSMUST00000175877
3518,ENSMUST00000033634
3519,ENSMUST00000221714
3520,ENSMUST00000098761
3521,ENSMUST00000032594
3522,ENSMUST00000161611
3523,ENSMUST00000028689
3524,ENSMUST00000077115
3525,ENSMUST00000070923
3526,ENSMUST00000192221
3527,ENSMUST00000137357
3528,ENSMUST00000106332
3529,ENSMUST00000032479
3530,ENSMUST00000068326
3531,ENSMUST00000044844
3532,ENSMUST00000187117
3533,ENSMUST00000004681
3534,ENSMUST00000112645
3535,ENSMUST00000197268
3536,ENSMUST00000066401
3537,ENSMUST00000199368
3538,ENSMUST00000135188
3539,ENSMUST00000034591
3540,ENSMUST00000112237
3541,ENSMUST00000042664
3542,ENSMUST00000024042
3543,ENSMUST00000025667
3544,ENSMUST00000200839
3545,ENSMUST00000197104
3546,ENSMUST00000111286
3547,ENSMUST00000021497
3548,ENSMUST00000027940
3549,ENSMUST00000054096
3550,ENSMUST00000192609
3551,ENSMUST00000233326
3552,ENSMUST00000101075
3553,ENSMUST00000030673
3554,ENSMUST00000067058
3555,ENSMUST00000029970
3556,ENSMUST00000034537
3557,ENSMUST00000033121
3558,ENSMUST00000023600
3559,ENSMUST00000029738
3560,ENSMUST00000059826
3561,ENSMUST00000107392
3562,ENSMUST00000021066
3563,ENSMUST00000204621
3564,ENSMUST00000106697
3565,ENSMUST00000022921
3566,ENSMUST00000073575
3567,ENSMUST00000085350
3568,ENSMUST00000101527
3569,ENSMUST00000207256
3570,ENSMUST00000024978
3571,ENSMUST00000079957
3572,ENSMUST00000190496
3573,ENSMUST00000108236
3574,ENSMUST00000209413
3575,ENSMUST00000195823
3576,ENSMUST00000070630
3577,ENSMUST00000176425
3578,ENSMUST00000115096
3579,ENSMUST00000048678
3580,ENSMUST00000112534
3581,ENSMUST00000107789
3582,ENSMUST00000098350
3583,ENSMUST00000109368
3584,ENSMUST00000131193
3585,ENSMUST00000031255
3586,ENSMUST00000238289
3587,ENSMUST00000082373
3588,ENSMUST00000230671
3589,ENSMUST00000161788
3590,ENSMUST00000036653
3591,ENSMUST00000077925
3592,ENSMUST00000034378
3593,ENSMUST00000115160
3594,ENSMUST00000188735
3595,ENSMUST00000057625
3596,ENSMUST00000028200
3597,ENSMUST00000043325
3598,ENSMUST00000080065
3599,ENSMUST00000167541
3600,ENSMUST00000239299
3601,ENSMUST00000223679
3602,ENSMUST00000003468
3603,ENSMUST00000100813
3604,ENSMUST00000017851
3605,ENSMUST00000082407
3606,ENSMUST00000199372
3607,ENSMUST00000227723
3608,ENSMUST00000137201
3609,ENSMUST00000145239
3610,ENSMUST00000219216
3611,ENSMUST00000020022
3612,ENSMUST00000127322
3613,ENSMUST00000162183
3614,ENSMUST00000126206
3615,ENSMUST00000068378
3616,ENSMUST00000006914
3617,ENSMUST00000118077
3618,ENSMUST00000112907
3619,ENSMUST00000182426
3620,ENSMUST00000187714
3621,ENSMUST00000008350
3622,ENSMUST00000064174
3623,ENSMUST00000043314
3624,ENSMUST00000103203
3625,ENSMUST00000098109
3626,ENSMUST00000098275
3627,ENSMUST00000099696
3628,ENSMUST00000122464
3629,ENSMUST00000005889
3630,ENSMUST00000225246
3631,ENSMUST00000026541
3632,ENSMUST00000110920
3633,ENSMUST00000130834
3634,ENSMUST00000160433
3635,ENSMUST00000054274
3636,ENSMUST00000052236
3637,ENSMUST00000059407
3638,ENSMUST00000021738
3639,ENSMUST00000003035
3640,ENSMUST00000057944
3641,ENSMUST00000120589
3642,ENSMUST00000031429
3643,ENSMUST00000076463
3644,ENSMUST00000127790
3645,ENSMUST00000086969
3646,ENSMUST00000044148
3647,ENSMUST00000156534
3648,ENSMUST00000111237
3649,ENSMUST00000120748
3650,ENSMUST00000104998
3651,ENSMUST00000119206
3652,ENSMUST00000196684
3653,ENSMUST00000200388
3654,ENSMUST00000043050
3655,ENSMUST00000082421
3656,ENSMUST00000165024
3657,ENSMUST00000193777
3658,ENSMUST00000021466
3659,ENSMUST00000009728
3660,ENSMUST00000100404
3661,ENSMUST00000088592
3662,ENSMUST00000081752
3663,ENSMUST00000033189
3664,ENSMUST00000140402
3665,ENSMUST00000023562
3666,ENSMUST00000160902
3667,ENSMUST00000172302
3668,ENSMUST00000199736
3669,ENSMUST00000079883
3670,ENSMUST00000082390
3671,ENSMUST00000166468
3672,ENSMUST00000182889
3673,ENSMUST00000060579
3674,ENSMUST00000082402
3675,ENSMUST00000106731
3676,ENSMUST00000035148
3677,ENSMUST00000112636
3678,ENSMUST00000039234
3679,ENSMUST00000235160
3680,ENSMUST00000209255
3681,ENSMUST00000034377
3682,ENSMUST00000186056
3683,ENSMUST00000184986
3684,ENSMUST00000085934
3685,ENSMUST00000078350
3686,ENSMUST00000006697
3687,ENSMUST00000020984
3688,ENSMUST00000068973
3689,ENSMUST00000077962
3690,ENSMUST00000039562
3691,ENSMUST00000088483
3692,ENSMUST00000107906
3693,ENSMUST00000032476
3694,ENSMUST00000097653
3695,ENSMUST00000143398
3696,ENSMUST00000025356
3697,ENSMUST00000070951
3698,ENSMUST00000133567
3699,ENSMUST00000079812
3700,ENSMUST00000143567
3701,ENSMUST00000233568
3702,ENSMUST00000016400
3703,ENSMUST00000061799
3704,ENSMUST00000156372
3705,ENSMUST00000102549
3706,ENSMUST00000109432
3707,ENSMUST00000156177
3708,ENSMUST00000033824
3709,ENSMUST00000046658
3710,ENSMUST00000172281
3711,ENSMUST00000047761
3712,ENSMUST00000167646
3713,ENSMUST00000037708
3714,ENSMUST00000223987
3715,ENSMUST00000130300
3716,ENSMUST00000211283
3717,ENSMUST00000065904
3718,ENSMUST00000034140
3719,ENSMUST00000107866
3720,ENSMUST00000059295
3721,ENSMUST00000058491
3722,ENSMUST00000150156
3723,ENSMUST00000207614
3724,ENSMUST00000150826
3725,ENSMUST00000002259
3726,ENSMUST00000115388
3727,ENSMUST00000146629
3728,ENSMUST00020183810
3729,ENSMUST00000033901
3730,ENSMUST00000135338
3731,ENSMUST00000113264
3732,ENSMUST00000092175
3733,ENSMUST00000050027
3734,ENSMUST00000122171
3735,ENSMUST00000003898
3736,ENSMUST00000231200
3737,ENSMUST00000099147
3738,ENSMUST00000038896
3739,ENSMUST00000066041
3740,ENSMUST00000086831
3741,ENSMUST00000042970
3742,ENSMUST00000101270
3743,ENSMUST00000179939
3744,ENSMUST00000189200
3745,ENSMUST00000042767
3746,ENSMUST00000140039
3747,ENSMUST00000032451
3748,ENSMUST00000094215
3749,ENSMUST00000113383
3750,ENSMUST00000035058
3751,ENSMUST00000130509
3752,ENSMUST00000054351
3753,ENSMUST00000135229
3754,ENSMUST00000205003
3755,ENSMUST00000010250
3756,ENSMUST00000039442
3757,ENSMUST00000045970
3758,ENSMUST00000163148
3759,ENSMUST00000021161
3760,ENSMUST00000034429
3761,ENSMUST00000110897
3762,ENSMUST00000005490
3763,ENSMUST00000106288
3764,ENSMUST00000020301
3765,ENSMUST00000121820
3766,ENSMUST00000193945
3767,ENSMUST00000052885
3768,ENSMUST00000169222
3769,ENSMUST00000171121
3770,ENSMUST00000114358
3771,ENSMUST00000015171
3772,ENSMUST00000045702
3773,ENSMUST00000021864
3774,ENSMUST00000023214
3775,ENSMUST00000137724
3776,ENSMUST00000185675
3777,ENSMUST00000140931
3778,ENSMUST00000161502
3779,ENSMUST00000007797
3780,ENSMUST00000031588
3781,ENSMUST00000144942
3782,ENSMUST00000188347
3783,ENSMUST00000098757
3784,ENSMUST00000117200
3785,ENSMUST00000186964
3786,ENSMUST00000069423
3787,ENSMUST00000239402
3788,ENSMUST00000200575
3789,ENSMUST00000029574
3790,ENSMUST00000068792
3791,ENSMUST00000110671
3792,ENSMUST00000114991
3793,ENSMUST00000125383
3794,ENSMUST00000170580
3795,ENSMUST00000029400
3796,ENSMUST00000115781
3797,ENSMUST00000126963
3798,ENSMUST00000148068
3799,ENSMUST00000160424
3800,ENSMUST00000056102
3801,ENSMUST00000146150
3802,ENSMUST00000073556
3803,ENSMUST00000035889
3804,ENSMUST00000115662
3805,ENSMUST00000023959
3806,ENSMUST00000037785
3807,ENSMUST00000141220
3808,ENSMUST00000139622
3809,ENSMUST00000208247
3810,ENSMUST00000109057
3811,ENSMUST00000115230
3812,ENSMUST00000217187
3813,ENSMUST00000070375
3814,ENSMUST00000103109
3815,ENSMUST00000023482
3816,ENSMUST00000031037
3817,ENSMUST00000034915
3818,ENSMUST00000138608
3819,ENSMUST00000210680
3820,ENSMUST00000192295
3821,ENSMUST00000163489
3822,ENSMUST00000059805
3823,ENSMUST00000152065
3824,ENSMUST00000099113
3825,ENSMUST00000125567
3826,ENSMUST00000165149
3827,ENSMUST00000031377
3828,ENSMUST00000070478
3829,ENSMUST00000089655
3830,ENSMUST00000023207
3831,ENSMUST00000117440
3832,ENSMUST00000024957
3833,ENSMUST00000078690
3834,ENSMUST00000133741
3835,ENSMUST00000022099
3836,ENSMUST00000031843
3837,ENSMUST00000021860
3838,ENSMUST00000020283
3839,ENSMUST00000160276
3840,ENSMUST00000093819
3841,ENSMUST00000220712
3842,ENSMUST00000210324
3843,ENSMUST00000121887
3844,ENSMUST00000210655
3845,ENSMUST00000151982
3846,ENSMUST00000009777
3847,ENSMUST00000144181
3848,ENSMUST00000032635
3849,ENSMUST00000044019
3850,ENSMUST00000028844
3851,ENSMUST00000121049
3852,ENSMUST00000238386
3853,ENSMUST00000192477
3854,ENSMUST00000029257
3855,ENSMUST00000148223
3856,ENSMUST00000102981
3857,ENSMUST00000059975
3858,ENSMUST00000084733
3859,ENSMUST00000140685
3860,ENSMUST00000138683
3861,ENSMUST00000162170
3862,ENSMUST00000026670
3863,ENSMUST00000024858
3864,ENSMUST00000185269
3865,ENSMUST00000126153
3866,ENSMUST00000113966
3867,ENSMUST00000018737
3868,ENSMUST00000029499
3869,ENSMUST00000166074
3870,ENSMUST00000049057
3871,ENSMUST00000084526
3872,ENSMUST00000108858
3873,ENSMUST00000185568
3874,ENSMUST00000079041
3875,ENSMUST00000087629
3876,ENSMUST00000228495
3877,ENSMUST00000221527
3878,ENSMUST00000236085
3879,ENSMUST00000058754
3880,ENSMUST00000206305
3881,ENSMUST00000044828
3882,ENSMUST00000151721
3883,ENSMUST00000002391
3884,ENSMUST00000124636
3885,ENSMUST00000208214
3886,ENSMUST00000164207
3887,ENSMUST00000001059
3888,ENSMUST00000021793
3889,ENSMUST00000115300
3890,ENSMUST00000228307
3891,ENSMUST00000105400
3892,ENSMUST00000127095
3893,ENSMUST00000147251
3894,ENSMUST00000220104
3895,ENSMUST00000170731
3896,ENSMUST00000165365
3897,ENSMUST00000114007
3898,ENSMUST00000091636
3899,ENSMUST00000092566
3900,ENSMUST00000026154
3901,ENSMUST00000117661
3902,ENSMUST00000006035
3903,ENSMUST00000110378
3904,ENSMUST00000114821
3905,ENSMUST00000027290
3906,ENSMUST00000004140
3907,ENSMUST00000062821
3908,ENSMUST00000169121
3909,ENSMUST00000038770
3910,ENSMUST00000118927
3911,ENSMUST00000002677
3912,ENSMUST00000038118
3913,ENSMUST00000086465
3914,ENSMUST00000099092
3915,ENSMUST00000188307
3916,ENSMUST00000164259
3917,ENSMUST00000115663
3918,ENSMUST00000058866
3919,ENSMUST00000056130
3920,ENSMUST00000025394
3921,ENSMUST00000026897
3922,ENSMUST00000067582
3923,ENSMUST00000163200
3924,ENSMUST00000150717
3925,ENSMUST00000106498
3926,ENSMUST00000012281
3927,ENSMUST00000162295
3928,ENSMUST00000037881
3929,ENSMUST00000106609
3930,ENSMUST00000020446
3931,ENSMUST00000096242
3932,ENSMUST00000057272
3933,ENSMUST00000162795
3934,ENSMUST00000069004
3935,ENSMUST00000117748
3936,ENSMUST00000094312
3937,ENSMUST00000144061
3938,ENSMUST00000110040
3939,ENSMUST00000113822
3940,ENSMUST00000085164
3941,ENSMUST00000001547
3942,ENSMUST00000007738
3943,ENSMUST00000032888
3944,ENSMUST00000020400
3945,ENSMUST00000202166
3946,ENSMUST00000052457
3947,ENSMUST00000005220
3948,ENSMUST00000061050
3949,ENSMUST00000159293
3950,ENSMUST00000114256
3951,ENSMUST00000211781
3952,ENSMUST00000239085
3953,ENSMUST00000058787
3954,ENSMUST00000019382
3955,ENSMUST00000022993
3956,ENSMUST00000027056
3957,ENSMUST00000081224
3958,ENSMUST00000069837
3959,ENSMUST00000232226
3960,ENSMUST00000041374
3961,ENSMUST00000045557
3962,ENSMUST00000193839
3963,ENSMUST00000024708
3964,ENSMUST00000114430
3965,ENSMUST00000035266
3966,ENSMUST00000015994
3967,ENSMUST00000140637
3968,ENSMUST00000115348
3969,ENSMUST00000094894
3970,ENSMUST00000033074
3971,ENSMUST00000206112
3972,ENSMUST00000003599
3973,ENSMUST00000062572
3974,ENSMUST00000063470
3975,ENSMUST00000135790
3976,ENSMUST00000033933
3977,ENSMUST00000044441
3978,ENSMUST00000212831
3979,ENSMUST00000024706
3980,ENSMUST00000081775
3981,ENSMUST00000140364
3982,ENSMUST00000023687
3983,ENSMUST00000074368
3984,ENSMUST00000120041
3985,ENSMUST00000170241
3986,ENSMUST00000094452
3987,ENSMUST00000043725
3988,ENSMUST00000029629
3989,ENSMUST00000041543
3990,ENSMUST00000121469
3991,ENSMUST00000061859
3992,ENSMUST00000226548
3993,ENSMUST00000015049
3994,ENSMUST00000020804
3995,ENSMUST00000103101
3996,ENSMUST00000037055
3997,ENSMUST00000036928
3998,ENSMUST00000067481
3999,ENSMUST00000115103
4000,ENSMUST00000026991
4001,ENSMUST00000141880
4002,ENSMUST00000051011
4003,ENSMUST00000003154
4004,ENSMUST00000044970
4005,ENSMUST00000014022
4006,ENSMUST00000233057
4007,ENSMUST00000110179
4008,ENSMUST00000219037
4009,ENSMUST00000077066
4010,ENSMUST00000161129
4011,ENSMUST00000049488
4012,ENSMUST00000191268
4013,ENSMUST00000162610
4014,ENSMUST00000021173
4015,ENSMUST00000189793
4016,ENSMUST00000029171
4017,ENSMUST00000239100
4018,ENSMUST00000015011
4019,ENSMUST00000200480
4020,ENSMUST00000067631
4021,ENSMUST00000093792
4022,ENSMUST00000102793
4023,ENSMUST00000143850
4024,ENSMUST00000114310
4025,ENSMUST00000027580
4026,ENSMUST00000025000
4027,ENSMUST00000069036
4028,ENSMUST00000177637
4029,ENSMUST00000061169
4030,ENSMUST00000065080
4031,ENSMUST00000094467
4032,ENSMUST00000008684
4033,ENSMUST00000029649
4034,ENSMUST00000163134
4035,ENSMUST00000119993
4036,ENSMUST00000129847
4037,ENSMUST00000141387
4038,ENSMUST00000220123
4039,ENSMUST00000102694
4040,ENSMUST00000189661
4041,ENSMUST00000209452
4042,ENSMUST00000022550
4043,ENSMUST00000005406
4044,ENSMUST00000147226
4045,ENSMUST00000110934
4046,ENSMUST00000022947
4047,ENSMUST00000017590
4048,ENSMUST00000024338
4049,ENSMUST00000049948
4050,ENSMUST00000023235
4051,ENSMUST00000113838
4052,ENSMUST00000209634
4053,ENSMUST00000193404
4054,ENSMUST00000036473
4055,ENSMUST00000009143
